identifier,source_id,source,web,onset,expires,location_name,country,continent,latitude,longitude,Type: Coastal Flood,Type: Flash Flood,Type: Inland Flood,Type: River Flood,Type: Storm Surge,Type: Unknown,Type: Landslide,Cause: Dam Break,Cause: Extreme Rainfall,Cause: Ice Jam,Cause: High Tide,Cause: Long Term Rainfall,Cause: Reservoir Release,Cause: Snowmelt,Cause: Soil Saturation,Cause: Storm Surge,Cause: Tsunami,Cause: Unknown,affected_quantitative,agriculture_quantitative,communications_quantitative,cultural_heritage_quantitative,death_quantitative,education_quantitative,environment_description,environment_quantitative,evacuated_quantitative,forest_quantitative,health_sector_quantitative,heritage_quantitative,houses_damaged_quantitative,houses_destroyed_quantitative,industry_quantitative,injured_quantitative,magnitude_description,missing_quantitative,roads_quantitative,spatial_extent_quantitative,transport_quantitative
241,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Guanacaste,Costa Rica,South America,10.6267399,-85.4436706,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
242,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Puntarenas,Costa Rica,South America,9.2169531,-83.336188,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
243,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Rivas,Nicaragua,North America,11.4326663,-85.8230251,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
244,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Carazo,Nicaragua,North America,11.7274729,-86.2158497,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
245,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Francisco Morazan,Honduras,South America,14.45411,-87.0624261,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
246,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Atlantida,Honduras,South America,15.6696283,-87.1422895,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
247,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,El Paraiso,Honduras,South America,14.0736932,-86.4187308,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
248,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Valle,Honduras,South America,13.5782936,-87.5791287,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
249,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Alta Verapaz,Guatemala,South America,15.5942883,-90.1494988,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
250,21086,FloodList,http://floodlist.com/america/storm-nate-costa-rica-nicaragua-honduras-october-2017,2017-10-04T00:00:00,2017-10-11T00:00:00,Quiche,Guatemala,South America,15.4983808,-90.9820668,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Nicaragua - 30000.0 people; Guatemala - 2749.0 people; Costa Rica - 3921.0 people,,,,Nicaragua - 11.0 people; Guatemala - 5.0 people; Costa Rica - 8.0 people; Honduras - 3.0 people; Panama - 1.0 people,,,,,,,,,,,,"Liberia, Costa Rica - rainfall = 278.0 mm in 24 hours; Cerro Cedral, Escazu, Costa Rica - rainfall = 133.0 mm in 24 hours; Cerro Buenavista de Perez Zeledon - rainfall = 150.0 mm in 24 hours; Choluteca, Honduras - rainfall = 68.5 mm in 24 hours; Puerto Lempira, Honduras - rainfall = 52.9 mm in 24 hours; Ampala, Honduras - rainfall = 65.6 mm in 24 hours",,,,
251,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Suizhou,China,Asia,31.690215,113.382458,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
252,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Guangshui,China,Asia,31.616853,113.825889,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
253,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Kaizhou,China,Asia,31.160711,108.393135,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
254,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Yunyang,China,Asia,30.930612,108.697324,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
255,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Xianyang,China,Asia,34.329605,108.708991,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
256,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Hanzhong,China,Asia,33.06748,107.023323,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
257,21084,FloodList,http://floodlist.com/asia/china-floods-hubei-chongqing-shaanxi-september-2017,2017-09-24T00:00:00,2017-09-28T00:00:00,Ankang,China,Asia,32.684714,109.029022,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 116000.0 people,,,,Unknown location - 8.0 people,,,,Unknown location - 20000.0 people,,,,,,,,Shanghai - rainfall = 171.0 mm in 24 hours; Shengsi - rainfall = 108.6 mm in 24 hours; Da Xian - rainfall = 90.0 mm in 24 hours; Ankang - rainfall = 75.6 mm in 24 hours,,,,
258,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Bacolod,Philippines,Asia,10.6407389,122.9689565,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
259,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Sipalay City,Philippines,Asia,9.7197887,122.4920088,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
260,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Bago City,Philippines,Asia,10.503405,122.9663018,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
261,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Talisay City,Philippines,Asia,10.7325049,123.0113568,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
262,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,La Carlota City,Philippines,Asia,10.4117687,123.000095,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
263,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Hinobaan,Philippines,Asia,9.5463157,122.5194418,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
264,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Binalbagan,Philippines,Asia,10.1999593,122.8664849,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
265,21082,FloodList,http://floodlist.com/asia/philippines-floods-western-visayas-september-2017,2017-09-22T00:00:00,2017-09-24T00:00:00,Pontevedra,Philippines,Asia,11.417207,122.8761309,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Bacolod - 8000.0 people,,,,,,,,,,,,,,,,"Guiuan, Eastern Samar - rainfall = 102.0 mm in 24 hours; San Jose, Occidental Mindoro - rainfall = 121.0 mm in 24 hours; Surigao City, Surigao del Norte - rainfall = 75.4 mm in 24 hours; Legazpi City, Albay - rainfall = 57.0 mm in 24 hours",,,,
266,21080,FloodList,http://floodlist.com/america/mexico-floods-tamaulipas-october-2017,2017-09-26T00:00:00,2017-10-04T00:00:00,Nuevo Laredo,Mexico,North America,27.4779155,-99.5495858,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Tamaulipas - 18000.0 people,,,,,,,,,,,,,,,,"El Barretal Uno, Tamaulipas - rainfall = 108.5 mm in 24 hours; Tampico, Tamaulipas - rainfall = 211.0 mm in 24 hours; Altamira - rainfall = 245.0 mm in 24 hours; Tampico - rainfall = 120.0 mm in 24 hours; Madero - rainfall = 66.0 mm in 24 hours",,,,
267,21080,FloodList,http://floodlist.com/america/mexico-floods-tamaulipas-october-2017,2017-09-26T00:00:00,2017-10-04T00:00:00,Madero,Mexico,North America,22.2475037,-97.8481221,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Tamaulipas - 18000.0 people,,,,,,,,,,,,,,,,"El Barretal Uno, Tamaulipas - rainfall = 108.5 mm in 24 hours; Tampico, Tamaulipas - rainfall = 211.0 mm in 24 hours; Altamira - rainfall = 245.0 mm in 24 hours; Tampico - rainfall = 120.0 mm in 24 hours; Madero - rainfall = 66.0 mm in 24 hours",,,,
268,21080,FloodList,http://floodlist.com/america/mexico-floods-tamaulipas-october-2017,2017-09-26T00:00:00,2017-10-04T00:00:00,Altamira,Mexico,North America,22.4077462,-97.9211555,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Tamaulipas - 18000.0 people,,,,,,,,,,,,,,,,"El Barretal Uno, Tamaulipas - rainfall = 108.5 mm in 24 hours; Tampico, Tamaulipas - rainfall = 211.0 mm in 24 hours; Altamira - rainfall = 245.0 mm in 24 hours; Tampico - rainfall = 120.0 mm in 24 hours; Madero - rainfall = 66.0 mm in 24 hours",,,,
269,21080,FloodList,http://floodlist.com/america/mexico-floods-tamaulipas-october-2017,2017-09-26T00:00:00,2017-10-04T00:00:00,Tampico,Mexico,North America,22.2331041,-97.861099,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Tamaulipas - 18000.0 people,,,,,,,,,,,,,,,,"El Barretal Uno, Tamaulipas - rainfall = 108.5 mm in 24 hours; Tampico, Tamaulipas - rainfall = 211.0 mm in 24 hours; Altamira - rainfall = 245.0 mm in 24 hours; Tampico - rainfall = 120.0 mm in 24 hours; Madero - rainfall = 66.0 mm in 24 hours",,,,
270,21080,FloodList,http://floodlist.com/america/mexico-floods-tamaulipas-october-2017,2017-09-26T00:00:00,2017-10-04T00:00:00,Guemez,Mexico,North America,23.9187134,-99.0055801,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Tamaulipas - 18000.0 people,,,,,,,,,,,,,,,,"El Barretal Uno, Tamaulipas - rainfall = 108.5 mm in 24 hours; Tampico, Tamaulipas - rainfall = 211.0 mm in 24 hours; Altamira - rainfall = 245.0 mm in 24 hours; Tampico - rainfall = 120.0 mm in 24 hours; Madero - rainfall = 66.0 mm in 24 hours",,,,
271,21080,FloodList,http://floodlist.com/america/mexico-floods-tamaulipas-october-2017,2017-09-26T00:00:00,2017-10-04T00:00:00,Hidalgo,Mexico,North America,24.2456184,-99.4354373,N,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Tamaulipas - 18000.0 people,,,,,,,,,,,,,,,,"El Barretal Uno, Tamaulipas - rainfall = 108.5 mm in 24 hours; Tampico, Tamaulipas - rainfall = 211.0 mm in 24 hours; Altamira - rainfall = 245.0 mm in 24 hours; Tampico - rainfall = 120.0 mm in 24 hours; Madero - rainfall = 66.0 mm in 24 hours",,,,
272,21078,FloodList,http://floodlist.com/europe/iceland-south-east-floods-september-2017,2017-09-26T00:00:00,2017-09-30T00:00:00,Sveinstindur,Iceland,Europe,64.1069444,-18.4166667,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Olfusa at Selfoss - river level = 2.36 metres; Skafta river at Sveinstindur - river level = 3.24 metres,,,,
273,21078,FloodList,http://floodlist.com/europe/iceland-south-east-floods-september-2017,2017-09-26T00:00:00,2017-09-30T00:00:00,Selfoss,Iceland,Europe,63.9334611,-21.0013832,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Olfusa at Selfoss - river level = 2.36 metres; Skafta river at Sveinstindur - river level = 3.24 metres,,,,
274,21078,FloodList,http://floodlist.com/europe/iceland-south-east-floods-september-2017,2017-09-26T00:00:00,2017-09-30T00:00:00,Egilsstadir,Iceland,Europe,65.2668743,-14.3948468,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Olfusa at Selfoss - river level = 2.36 metres; Skafta river at Sveinstindur - river level = 3.24 metres,,,,
275,21076,FloodList,http://floodlist.com/australia/bundaberg-floods-october-2017,2017-10-02T00:00:00,2017-10-03T00:00:00,Bundaberg,Australia,Oceania,-24.8669736,152.3509714,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,"Bundaberg Alert - rainfall = 319.0 mm in 24 hours; Woodgate, Queensland - rainfall = 276.2 mm in 24 hours; Bundaberg Aero - rainfall = 238.8 mm in 24 hours",,,,
276,21076,FloodList,http://floodlist.com/australia/bundaberg-floods-october-2017,2017-10-02T00:00:00,2017-10-03T00:00:00,"Woodgate, Queensland",Australia,Oceania,-25.1062324,152.5619788,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,"Bundaberg Alert - rainfall = 319.0 mm in 24 hours; Woodgate, Queensland - rainfall = 276.2 mm in 24 hours; Bundaberg Aero - rainfall = 238.8 mm in 24 hours",,,,
277,21072,FloodList,http://floodlist.com/africa/uganda-floods-landslide-rubanda-september-2017,2017-09-25T00:00:00,2017-09-26T00:00:00,"Rubanda, Uganda",Uganda,Africa,-1.186119,29.8453575999999,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,"Rubanda, Western Region, Uganda - 15.0 people",,,,,,,,,,,,,,,,
278,21070,FloodList,http://floodlist.com/europe/greece-floods-samothraki-september-2017,2017-09-25T00:00:00,2017-09-27T00:00:00,Samothraki,Greece,Europe,40.4742843,25.5251946999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Samothraki - rainfall = 309.0 mm in 24 hours,,,,
279,21070,FloodList,http://floodlist.com/europe/greece-floods-samothraki-september-2017,2017-09-25T00:00:00,2017-09-27T00:00:00,Samothraki Beach,Greece,Europe,40.4244967,25.5171844,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Samothraki - rainfall = 309.0 mm in 24 hours,,,,
280,20987,FloodList,http://floodlist.com/africa/democratic-republic-congo-floods-north-kivu-september-2017,2017-09-19T00:00:00,2017-09-19T00:00:00,Bihambwe,Congo (the Democratic Republic of the),Africa,-1.5155169,28.8873502,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,Unknown location - 102.0 houses,,,,,Unknown location - 92.0 people,,,
281,20987,FloodList,http://floodlist.com/africa/democratic-republic-congo-floods-north-kivu-september-2017,2017-09-19T00:00:00,2017-09-19T00:00:00,rivers near Bihambwe,Congo (the Democratic Republic of the),Africa,-1.5333633644591,28.9118977769043,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 12.0 people,,,,,,,,Unknown location - 102.0 houses,,,,,Unknown location - 92.0 people,,,
282,20983,FloodList,,2017-09-18T00:00:00,2017-09-21T00:00:00,"Zwiazku Jaszczurczego, Elblag",Poland,Europe,54.1571409,19.4105575,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Elblag - rainfall = 81.2 mm in 24 hours,,,,
283,20983,FloodList,,2017-09-18T00:00:00,2017-09-21T00:00:00,Hosptial in Elblag,Poland,Europe,54.156656,19.4115588,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Elblag - rainfall = 81.2 mm in 24 hours,,,,
