identifier,source_id,source,web,onset,expires,location_name,country,continent,latitude,longitude,Type: Coastal Flood,Type: Flash Flood,Type: Inland Flood,Type: River Flood,Type: Storm Surge,Type: Unknown,Type: Landslide,Cause: Dam Break,Cause: Extreme Rainfall,Cause: Ice Jam,Cause: High Tide,Cause: Long Term Rainfall,Cause: Reservoir Release,Cause: Snowmelt,Cause: Soil Saturation,Cause: Storm Surge,Cause: Tsunami,Cause: Unknown,affected_quantitative,agriculture_quantitative,communications_quantitative,cultural_heritage_quantitative,death_quantitative,education_quantitative,environment_description,environment_quantitative,evacuated_quantitative,forest_quantitative,health_sector_quantitative,heritage_quantitative,houses_damaged_quantitative,houses_destroyed_quantitative,industry_quantitative,injured_quantitative,magnitude_description,missing_quantitative,roads_quantitative,spatial_extent_quantitative,transport_quantitative
284,20976,FloodList,http://floodlist.com/america/caribbean-hurricane-maria-floods-haiti-dominican-republic-september-2017,2017-09-17T00:00:00,2017-09-25T00:00:00,Dominica,Dominica,North America,15.414999,-61.370976,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Guadeloupe - 1.0 people; Dominica - 7.0 people; Guadeloupe - 1.0 people; Haiti - 3.0 people,,,,,,,,,,,,"Le Raizet, Guadeloupe - rainfall = 246.4 mm in 24 hours; Rio Culebrinas near Moca, Puerto Rico - river level = 10.11 metres; Rio Grande De Manati near Manati - river level = 10.99 metres; Yabucoa Harbor, Puerto Rico - wave height = 1.61544 metres; Punta Cana, Dominican Republic - rainfall = 80.3 mm in 24 hours",,,,
285,20976,FloodList,http://floodlist.com/america/caribbean-hurricane-maria-floods-haiti-dominican-republic-september-2017,2017-09-17T00:00:00,2017-09-25T00:00:00,Guadeloupe,France,Europe,16.265,-61.551,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Guadeloupe - 1.0 people; Dominica - 7.0 people; Guadeloupe - 1.0 people; Haiti - 3.0 people,,,,,,,,,,,,"Le Raizet, Guadeloupe - rainfall = 246.4 mm in 24 hours; Rio Culebrinas near Moca, Puerto Rico - river level = 10.11 metres; Rio Grande De Manati near Manati - river level = 10.99 metres; Yabucoa Harbor, Puerto Rico - wave height = 1.61544 metres; Punta Cana, Dominican Republic - rainfall = 80.3 mm in 24 hours",,,,
286,20976,FloodList,http://floodlist.com/america/caribbean-hurricane-maria-floods-haiti-dominican-republic-september-2017,2017-09-17T00:00:00,2017-09-25T00:00:00,Puerto Rico,United States of America,North America,18.220833,-66.590149,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Guadeloupe - 1.0 people; Dominica - 7.0 people; Guadeloupe - 1.0 people; Haiti - 3.0 people,,,,,,,,,,,,"Le Raizet, Guadeloupe - rainfall = 246.4 mm in 24 hours; Rio Culebrinas near Moca, Puerto Rico - river level = 10.11 metres; Rio Grande De Manati near Manati - river level = 10.99 metres; Yabucoa Harbor, Puerto Rico - wave height = 1.61544 metres; Punta Cana, Dominican Republic - rainfall = 80.3 mm in 24 hours",,,,
287,20976,FloodList,http://floodlist.com/america/caribbean-hurricane-maria-floods-haiti-dominican-republic-september-2017,2017-09-17T00:00:00,2017-09-25T00:00:00,Dominican Republic,Dominican Republic,North America,18.735693,-70.162651,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Guadeloupe - 1.0 people; Dominica - 7.0 people; Guadeloupe - 1.0 people; Haiti - 3.0 people,,,,,,,,,,,,"Le Raizet, Guadeloupe - rainfall = 246.4 mm in 24 hours; Rio Culebrinas near Moca, Puerto Rico - river level = 10.11 metres; Rio Grande De Manati near Manati - river level = 10.99 metres; Yabucoa Harbor, Puerto Rico - wave height = 1.61544 metres; Punta Cana, Dominican Republic - rainfall = 80.3 mm in 24 hours",,,,
288,20976,FloodList,http://floodlist.com/america/caribbean-hurricane-maria-floods-haiti-dominican-republic-september-2017,2017-09-17T00:00:00,2017-09-25T00:00:00,Haiti,Haiti,North America,18.971187,-72.285215,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Guadeloupe - 1.0 people; Dominica - 7.0 people; Guadeloupe - 1.0 people; Haiti - 3.0 people,,,,,,,,,,,,"Le Raizet, Guadeloupe - rainfall = 246.4 mm in 24 hours; Rio Culebrinas near Moca, Puerto Rico - river level = 10.11 metres; Rio Grande De Manati near Manati - river level = 10.99 metres; Yabucoa Harbor, Puerto Rico - wave height = 1.61544 metres; Punta Cana, Dominican Republic - rainfall = 80.3 mm in 24 hours",,,,
289,20961,FloodList,http://floodlist.com/america/guatemala-floods-september-2017,2017-09-17T00:00:00,2017-09-17T00:00:00,"Sayaxche, Peten",Guatemala,South America,16.5259148,-90.1893072,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 629.0 people,,,,,,,,Unknown location - 164.0 people,,,,,,,,"Mazatenango, Suchitepequez - rainfall = 192.3 mm in 24 hours; La Reforma, San Marcos - rainfall = 120.7 mm in 24 hours; Lorena - rainfall = 97.2 mm in 24 hours; Santa Margarita, Puchuta, Chimaltenango - rainfall = 90.0 mm in 24 hours; Mazatenango, Suchitepequez - rainfall = 103.3 mm in 24 hours; Champerico, Retalhuleu - rainfall = 101.0 mm in 24 hours; Bouganvilia - rainfall = 93.6 mm in 24 hours; San jose Airport, Escuintla - rainfall = 91.9 mm in 24 hours; La Pasion River, La Libertad, Peten - river level = 5.38 metres; Lago Peten Itza, San Jose, Peten - river level = 2.37 metres; Usumacinta River, Bella Guat.Las Cruces, Peten - river level = 11.26 metres",,,,
290,20961,FloodList,http://floodlist.com/america/guatemala-floods-september-2017,2017-09-17T00:00:00,2017-09-17T00:00:00,"San Felipe, Retalhuleu",Guatemala,South America,14.6213214,-91.5911212,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 629.0 people,,,,,,,,Unknown location - 164.0 people,,,,,,,,"Mazatenango, Suchitepequez - rainfall = 192.3 mm in 24 hours; La Reforma, San Marcos - rainfall = 120.7 mm in 24 hours; Lorena - rainfall = 97.2 mm in 24 hours; Santa Margarita, Puchuta, Chimaltenango - rainfall = 90.0 mm in 24 hours; Mazatenango, Suchitepequez - rainfall = 103.3 mm in 24 hours; Champerico, Retalhuleu - rainfall = 101.0 mm in 24 hours; Bouganvilia - rainfall = 93.6 mm in 24 hours; San jose Airport, Escuintla - rainfall = 91.9 mm in 24 hours; La Pasion River, La Libertad, Peten - river level = 5.38 metres; Lago Peten Itza, San Jose, Peten - river level = 2.37 metres; Usumacinta River, Bella Guat.Las Cruces, Peten - river level = 11.26 metres",,,,
291,20961,FloodList,http://floodlist.com/america/guatemala-floods-september-2017,2017-09-17T00:00:00,2017-09-17T00:00:00,Malacatan,Guatemala,South America,14.9122239,-92.0518154,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Unknown location - 629.0 people,,,,,,,,Unknown location - 164.0 people,,,,,,,,"Mazatenango, Suchitepequez - rainfall = 192.3 mm in 24 hours; La Reforma, San Marcos - rainfall = 120.7 mm in 24 hours; Lorena - rainfall = 97.2 mm in 24 hours; Santa Margarita, Puchuta, Chimaltenango - rainfall = 90.0 mm in 24 hours; Mazatenango, Suchitepequez - rainfall = 103.3 mm in 24 hours; Champerico, Retalhuleu - rainfall = 101.0 mm in 24 hours; Bouganvilia - rainfall = 93.6 mm in 24 hours; San jose Airport, Escuintla - rainfall = 91.9 mm in 24 hours; La Pasion River, La Libertad, Peten - river level = 5.38 metres; Lago Peten Itza, San Jose, Peten - river level = 2.37 metres; Usumacinta River, Bella Guat.Las Cruces, Peten - river level = 11.26 metres",,,,
292,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Alabat,Philippines,Asia,14.1031468,122.0137161,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
293,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Pasay city,Philippines,Asia,14.5377516,121.0013794,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
294,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Lucena,Philippines,Asia,13.9413957,121.6234471,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
295,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Laguna,Philippines,Asia,14.1406629,121.4691774,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
296,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Nghe An,Viet Nam,Asia,19.2342489,104.9200365,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
297,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Ha Tinh,Viet Nam,Asia,18.2943776,105.6745247,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
298,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Quang Binh,Viet Nam,Asia,17.4659391,106.5983958,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
299,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Quang Tri,Viet Nam,Asia,16.7943472,106.963409,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
300,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Thanh Hoa,Viet Nam,Asia,20.1291279,105.3131185,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
301,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Thua Thien Hue,Viet Nam,Asia,16.467397,107.5905326,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
302,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Phitsanulok,Thailand,Asia,16.8211238,100.2658516,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
303,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Phrae,Thailand,Asia,18.1445774,100.1402831,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
304,20950,FloodList,http://floodlist.com/asia/typhoon-doksuri-vietnam-thailand-september-2017,2017-09-11T00:00:00,2017-09-11T00:00:00,Kalay,Myanmar,Asia,23.1941702,94.0235718,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Philippines - 4.0 people; Vietnam - 9.0 people,,,,,,,,,,,,"Alabat, Quezon, Calabarzon Region, Philippines - rainfall = 528.0 mm in 24 hours; Cua Viet in Quang Tri province, Vietnam - rainfall = 381.0 mm in 24 hours; Phrae, Thailand - rainfall = 115.5 mm in 24 hours; Myittha River at Kalay, Sagaing, Myanmar - river level = 12.2 metres",,,,
305,20948,FloodList,http://floodlist.com/asia/japan-typhoon-talim-floods-september-2017,2017-09-17T00:00:00,2017-09-19T00:00:00,Oita,Japan,Asia,33.2395578,131.609272,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 2.0 people,,,,,,,,,,,,Miyazaki - rainfall = 110.0 mm in 24 hours; Oita - rainfall = 242.0 mm in 24 hours; Matsuyama - rainfall = 187.5 mm in 24 hours; Tottori - rainfall = 153.5 mm in 24 hours; Takamatsu - rainfall = 162.5 mm in 24 hours; Maizuru - rainfall = 139.0 mm in 24 hours,,,,
306,20948,FloodList,http://floodlist.com/asia/japan-typhoon-talim-floods-september-2017,2017-09-17T00:00:00,2017-09-19T00:00:00,Kochi,Japan,Asia,33.5595867,133.5292788,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 2.0 people,,,,,,,,,,,,Miyazaki - rainfall = 110.0 mm in 24 hours; Oita - rainfall = 242.0 mm in 24 hours; Matsuyama - rainfall = 187.5 mm in 24 hours; Tottori - rainfall = 153.5 mm in 24 hours; Takamatsu - rainfall = 162.5 mm in 24 hours; Maizuru - rainfall = 139.0 mm in 24 hours,,,,
307,20948,FloodList,http://floodlist.com/asia/japan-typhoon-talim-floods-september-2017,2017-09-17T00:00:00,2017-09-19T00:00:00,Mitoyo,Japan,Asia,34.1825473,133.7152193,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 2.0 people,,,,,,,,,,,,Miyazaki - rainfall = 110.0 mm in 24 hours; Oita - rainfall = 242.0 mm in 24 hours; Matsuyama - rainfall = 187.5 mm in 24 hours; Tottori - rainfall = 153.5 mm in 24 hours; Takamatsu - rainfall = 162.5 mm in 24 hours; Maizuru - rainfall = 139.0 mm in 24 hours,,,,
308,20905,FloodList,http://floodlist.com/africa/nigeria-floods-kogi-september-2017,2017-09-07T00:00:00,2017-09-07T00:00:00,Lokoja,Nigeria,Africa,7.8023204,6.73334299999999,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Unknown location - 10000.0 people,,,,,,,,,,,,
309,20905,FloodList,http://floodlist.com/africa/nigeria-floods-kogi-september-2017,2017-09-07T00:00:00,2017-09-07T00:00:00,Ibaji,Nigeria,Africa,6.8301773,6.79223550000006,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Unknown location - 10000.0 people,,,,,,,,,,,,
310,20905,FloodList,http://floodlist.com/africa/nigeria-floods-kogi-september-2017,2017-09-07T00:00:00,2017-09-07T00:00:00,Igalamela-Odolu,Nigeria,Africa,7.0825382,7.04984420000005,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Unknown location - 10000.0 people,,,,,,,,,,,,
311,20905,FloodList,http://floodlist.com/africa/nigeria-floods-kogi-september-2017,2017-09-07T00:00:00,2017-09-07T00:00:00,Ajaokuta,Nigeria,Africa,7.5393781,6.64243299999998,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Unknown location - 10000.0 people,,,,,,,,,,,,
312,20905,FloodList,http://floodlist.com/africa/nigeria-floods-kogi-september-2017,2017-09-07T00:00:00,2017-09-07T00:00:00,Bassa,Nigeria,Africa,7.7701761,7.04984420000005,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Unknown location - 10000.0 people,,,,,,,,,,,,
313,20905,FloodList,http://floodlist.com/africa/nigeria-floods-kogi-september-2017,2017-09-07T00:00:00,2017-09-07T00:00:00,Koton-Karfe,Nigeria,Africa,8.0926642,6.7940777,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,,,,,Unknown location - 10000.0 people,,,,,,,,,,,,
314,20872,FloodList,http://floodlist.com/europe/croatia-floods-zadar-september-2017,2017-09-11T00:00:00,2017-09-12T00:00:00,Zadar,Croatia,Europe,44.119371,15.2313647999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Zadar Airport - rainfall = 279.6 mm in 24 hours; Zadar City - rainfall = 213.4 mm in 24 hours,,,,
315,20872,FloodList,http://floodlist.com/europe/croatia-floods-zadar-september-2017,2017-09-11T00:00:00,2017-09-12T00:00:00,Zadar Airport,Croatia,Europe,44.1054683,15.3486660999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Zadar Airport - rainfall = 279.6 mm in 24 hours; Zadar City - rainfall = 213.4 mm in 24 hours,,,,
316,20872,FloodList,http://floodlist.com/europe/croatia-floods-zadar-september-2017,2017-09-11T00:00:00,2017-09-12T00:00:00,Nin,Croatia,Europe,44.2423373,15.1836949999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,,,,,,,,,,,,,Zadar Airport - rainfall = 279.6 mm in 24 hours; Zadar City - rainfall = 213.4 mm in 24 hours,,,,
317,20851,FloodList,http://floodlist.com/africa/democratic-republic-congo-ituru-province-august-2017,2017-08-15T00:00:00,2017-08-19T00:00:00,"Bunia, Capital of Ituri Province",Congo (the Democratic Republic of the),Africa,1.574278,30.2397336,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 200.0 people,,,,,,,,,,,,,,,,
318,20851,FloodList,http://floodlist.com/africa/democratic-republic-congo-ituru-province-august-2017,2017-08-15T00:00:00,2017-08-19T00:00:00,Lake Albert,Congo (the Democratic Republic of the),Africa,1.7717865,30.9876320999999,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 200.0 people,,,,,,,,,,,,,,,,
319,20848,FloodList,,2017-09-04T00:00:00,2017-09-08T00:00:00,Boghe,Mauritania,Africa,16.5950699,-14.2599437,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 18.0 people,,,,,,,,,,,,"Kaedi, Gorgol Region  - rainfall = 32.0 mm in 24 hours; Kiffa,Assaba - rainfall = 14.0 mm in 24 hours",,,,
320,20848,FloodList,,2017-09-04T00:00:00,2017-09-08T00:00:00,Kiffa,Mauritania,Africa,16.6258353,-11.4055281999999,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,Unknown location - 18.0 people,,,,,,,,,,,,"Kaedi, Gorgol Region  - rainfall = 32.0 mm in 24 hours; Kiffa,Assaba - rainfall = 14.0 mm in 24 hours",,,,
321,20832,FloodList,,2017-09-08T00:00:00,2017-09-08T00:00:00,Xalapa,Mexico,North America,19.5437751,-96.9101806,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Xalapa - 2.0 people,,,,,,,,,,,,"La Ceibilla, Veracruz - rainfall = 231.4 mm in 24 hours; Azapac, Chiapas - rainfall = 252.0 mm in 24 hours; Cotaxtla river at Paso del Toro - river level = 6.28 metres; Jamapa at Tejar - river level = 7.24 metres",,,,
322,20832,FloodList,,2017-09-08T00:00:00,2017-09-08T00:00:00,Paso del Toro,Mexico,North America,19.0313169,-96.1354683,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Xalapa - 2.0 people,,,,,,,,,,,,"La Ceibilla, Veracruz - rainfall = 231.4 mm in 24 hours; Azapac, Chiapas - rainfall = 252.0 mm in 24 hours; Cotaxtla river at Paso del Toro - river level = 6.28 metres; Jamapa at Tejar - river level = 7.24 metres",,,,
323,20832,FloodList,,2017-09-08T00:00:00,2017-09-08T00:00:00,Tejar,Mexico,North America,19.5200834,-96.9021494,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,,,,,Xalapa - 2.0 people,,,,,,,,,,,,"La Ceibilla, Veracruz - rainfall = 231.4 mm in 24 hours; Azapac, Chiapas - rainfall = 252.0 mm in 24 hours; Cotaxtla river at Paso del Toro - river level = 6.28 metres; Jamapa at Tejar - river level = 7.24 metres",,,,
324,20830,FloodList,http://floodlist.com/america/hurricane-irma-caribbean-florida-september-2017,2017-09-06T00:00:00,2017-09-06T00:00:00,Barbuda,Antigua and Barbuda,North America,17.6266242,-61.7713028,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Unknown location - 29.0 people,,,,,,,,,,,,St Martin - wave height = 3.0 metres; Barbuda - wave height = 2.7 metres; Puerto Rico - rainfall = 250.0 mm in 24 hours; Southern Bahamas - rainfall = 200.0 mm in 24 hours,,,,
325,20830,FloodList,http://floodlist.com/america/hurricane-irma-caribbean-florida-september-2017,2017-09-06T00:00:00,2017-09-06T00:00:00,Saint Martin,France,Europe,18.0708298,-63.0500809,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Unknown location - 29.0 people,,,,,,,,,,,,St Martin - wave height = 3.0 metres; Barbuda - wave height = 2.7 metres; Puerto Rico - rainfall = 250.0 mm in 24 hours; Southern Bahamas - rainfall = 200.0 mm in 24 hours,,,,
326,20830,FloodList,http://floodlist.com/america/hurricane-irma-caribbean-florida-september-2017,2017-09-06T00:00:00,2017-09-06T00:00:00,Anguilla,Anguilla,North America,18.220554,-63.068615,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Unknown location - 29.0 people,,,,,,,,,,,,St Martin - wave height = 3.0 metres; Barbuda - wave height = 2.7 metres; Puerto Rico - rainfall = 250.0 mm in 24 hours; Southern Bahamas - rainfall = 200.0 mm in 24 hours,,,,
327,20830,FloodList,http://floodlist.com/america/hurricane-irma-caribbean-florida-september-2017,2017-09-06T00:00:00,2017-09-06T00:00:00,Haiti,Haiti,North America,18.971187,-72.285215,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Unknown location - 29.0 people,,,,,,,,,,,,St Martin - wave height = 3.0 metres; Barbuda - wave height = 2.7 metres; Puerto Rico - rainfall = 250.0 mm in 24 hours; Southern Bahamas - rainfall = 200.0 mm in 24 hours,,,,
328,20830,FloodList,http://floodlist.com/america/hurricane-irma-caribbean-florida-september-2017,2017-09-06T00:00:00,2017-09-06T00:00:00,Turks and Caicos Islands,Turks and Caicos Islands,North America,21.694025,-71.797928,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,,,,,Unknown location - 29.0 people,,,,,,,,,,,,St Martin - wave height = 3.0 metres; Barbuda - wave height = 2.7 metres; Puerto Rico - rainfall = 250.0 mm in 24 hours; Southern Bahamas - rainfall = 200.0 mm in 24 hours,,,,
