sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
28/09/2016,07/10/2016,Haiti,HTI,"Grand’Anse (Jérémie), South (Les Cayes, Les Anglais and Tiburon municipalities), Nippes, South East, West (Leogane, Port-au-Prince) and North West departments,  Les Cayes",,,,Kph,Storm,"Extra-tropical storm",--,--,546,2100439,2000000,0,"Hurricane Matthew",2016-0355
05/11/2016,10/11/2016,Haiti,HTI,"Cap Haitien district (Nord province), Jeremie district (Grand Anse province)",19.739,-72.587,4534.1,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,13,2782,0,0,,2016-0418
20/04/2017,23/04/2017,Haiti,HTI,"South department",,,,Kph,Storm,--,--,--,0,0,0,0,,2017-0137
17/05/2017,19/05/2017,Haiti,HTI,"Grand-Anse, Nippes, Nord-Ouest (Port de Paix), Sud (Les Anglais, Roche-a-Bateaux, Les Cayes)",,,,Km2,Flood,--,--,--,26,342,0,0,,2017-0209
07/09/2017,08/09/2017,Haiti,HTI,"Caracol (Trou du Nord), Feroer, Malfety (Fort Liberte), Ouanaminthe, Cap Haitien; Port de Paix, St. Louis de Nord, Anse-a-Foleur, Jean Rabel, Baie-de-Henne, Detipotpe, Ile de la Tortue, Bassin Blue, Chansolme, Mole St. Nicolas which were supported",,,,Kph,Storm,"Tropical cyclone",Flood,--,1,40092,0,162,"Hurricane 'Irma'",2017-0381
21/09/2017,21/09/2017,Haiti,HTI,"Limbe, Cornillon (Croix des Bouquets), Saint Marc (Bocozel), Grand Saline (Artibonite), Saint Rafael (North)",,,,Kph,Storm,"Tropical cyclone",Lightening,Flood,3,0,0,0,"Hurricane 'Maria'",2017-0383
14/11/2017,18/11/2017,Haiti,HTI,"Port-de-Paix, îIe à Vache, Maniche, Torbeck (Cayes), Les Cayes, Tortuga (Port de Paix), Baradères, Petit Paradis (Gros Morne)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,5,50000,0,0,,2017-0452
06/08/2016,06/08/2016,Honduras,HND,"Islas De Bahía, Colon, Gracias A Dios, Cortés",,,,Kph,Storm,"Tropical cyclone",--,--,1,151,0,0,"Tropical storm Earl",2016-0284
18/10/2016,20/10/2016,Honduras,HND," Francisco Morazan, Valle, Choluteca, Paraíso provinces ",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,6,450000,0,0,,2016-0356
18/10/2016,22/10/2016,Honduras,HND,"Paraiso, Francisco Morazan, Valle, Choluteca provinces, Tegucigalpa (Yoro district, Yoro province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,0,500,0,0,,2016-0407
10/06/2017,11/06/2017,Honduras,HND,"Choluteca (Choluteca city), Francisco Morazán (Talanga city), Cortés, Colón, Santa Barbara,  Valle, Lempira, La Paz, Intibucá, Copán, Ocotepeque",,,,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,3,645,0,0,,2017-0196
07/01/2017,21/01/2017,Honduras,HND,"Caribbean coast; Trujillo, Tocoa (Colon), Tela, La Ceiba, (Atlantida) Omoa-Cuyamel (Cortes), Laguna de Ibans in La Mosquitia (Brus Laguna), El Progreso (Yoro)",15.581,-85.367,13364.22,Km2,Flood,--,--,--,7,400,0,0,,2017-0227
05/10/2017,06/10/2017,Honduras,HND,"Ocotepeque, Copán, Lempira, Intibucá, Santa Bárbara, Comayagua departements, Francisco Morazan (San Ignacio), Atlantida (El Porvenir), El Paraiso (Trojes), Valle (San Lorenzo, Nacaome Paso Hondo in Goascoran)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",3,120,0,0,"Tropical depression'16/Hurricane 'Nate'",2017-0410
23/10/2017,29/10/2017,Honduras,HND,"Francisco Morazán, Olancho, Colón, Cortés (La Lima), Atlántida, Islas de La Bahía, Santa Bárbara,  El Paraíso, Yoro, Gracias a Dios",,,,Km2,Flood,--,"Broken Dam/Burst bank",--,8,46975,0,0,,2017-0449
24/08/2017,24/08/2017,"Hong Kong",HKG,"Tai O, on Lantau Island",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,156,755500,0,"Typhoon 'Hato'",2017-0352
27/08/2017,27/08/2017,"Hong Kong",HKG,,,,126,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical storm 'Pakhar'/'Jolina'",2017-0485
21/06/2016,21/06/2016,Hungary,HUN,"Rozsály, Garbolc, Nagyhódos, Méhtelek, Zajta Uszka (Szabolcs-Szatmár-Bereg province)",,,,Km2,Flood,--,Hail,--,0,2282,0,0,,2016-0461
21/06/2017,21/06/2017,Hungary,HUN,"Megyaszó  (Borsod-Abaúj-Zemplén county) and  Kecskemét area  (Bács-Kiskun County)",,,,Kph,Storm,"Convective storm",Flood,--,0,1298,0,0,,2017-0230
03/01/2016,03/01/2016,India,IND,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",24.804,93.65,6.7,Richter,Earthquake,"Ground movement",--,--,8,10808,75000,0,,2016-0002
03/02/2016,03/02/2016,India,IND,"Jammu and Kashmir (Administrative unit not available) (Siachen glacier) ",,,,,Landslide,Avalanche,--,--,10,0,0,0,,2016-0049
01/04/2016,20/05/2016,India,IND,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,,51,°C,"Extreme temperature ","Heat wave",--,--,300,0,0,0,,2016-0133
22/04/2016,25/04/2016,India,IND,"Arunachal Pradesh, Assam, Nagaland provinces",27.464,95.607,70517.68,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,18,100000,150000,0,,2016-0139
22/05/2016,22/05/2016,India,IND,"Uttarakhand province",,,,,Landslide,Landslide,--,--,10,5,0,0,,2016-0195
12/06/2016,12/06/2016,India,IND,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,,Kph,Storm,"Convective storm",--,--,11,0,0,0,,2016-0234
20/06/2016,21/06/2016,India,IND,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,,Kph,Storm,"Convective storm",--,--,93,0,0,0,,2016-0237
25/06/2016,01/07/2016,India,IND,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",27.068,93.95,135742.3,Km2,Flood,"Flash flood",--,--,61,0,100000,0,,2016-0239
28/07/2016,30/07/2016,India,IND,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",,,,Km2,Flood,"Flash flood",--,--,50,2000000,150000,0,,2016-0267
15/07/2016,12/09/2016,India,IND,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia,  Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",,,,Km2,Flood,--,--,--,254,1600000,350000,0,,2016-0271
09/07/2016,22/08/2016,India,IND,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa  districts (Madhya Pradesh province)",,,,Km2,Flood,--,--,--,184,100000,160000,0,,2016-0276
01/08/2016,03/08/2016,India,IND,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",,,,Km2,Flood,--,--,--,37,3000,0,0,,2016-0304
21/09/2016,29/09/2016,India,IND,"Andhra Pradesh province, Telangana",17.654,80.34,137435.4,Km2,Flood,--,--,--,28,3000,589000,44000,,2016-0391
12/12/2016,14/12/2016,India,IND,"Chennai district (Tamil Nadu province); Andhra Pradesh",,,140,Kph,Storm,"Tropical cyclone",Flood,--,24,0,1000000,200000,"Cyclone 'Vardah'",2016-0485
17/07/2016,19/07/2016,India,IND,"Jorhat, Golaghat (Assam State)",,,,Km2,Flood,--,--,--,34,0,0,0,,2016-0554
25/01/2017,26/01/2017,India,IND,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",,,,,Landslide,Avalanche,--,--,28,0,0,0,,2017-0046
12/04/2017,15/06/2017,India,IND,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,,48,°C,"Extreme temperature ","Heat wave",--,--,264,0,0,0,,2017-0144
30/05/2017,31/05/2017,India,IND,"Manipur, Mizoram",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",0,1970,0,0,"Cyclone Mora",2017-0152
04/06/2017,06/06/2017,India,IND,"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",,,,Km2,Flood,--,--,--,6,100000,0,0,,2017-0180
01/06/2017,31/06/2017,India,IND,Gujarat,,,,Km2,Flood,--,--,--,31,0,0,0,,2017-0257
08/07/2017,11/07/2017,India,IND,"Vaishali, Saran, Patna, Gaya, Sasaram (Rohta), Araria, Nalanda districts (Bihar)",,,,Kph,Storm,"Convective storm",--,--,23,12,0,0,,2017-0265
11/07/2017,11/07/2017,India,IND,"Laptap Village, Papumpare district (Arunachal Pradesh)",,,,,Landslide,Landslide,--,--,22,0,0,0,,2017-0266
25/06/2017,24/07/2017,India,IND,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",,,,Km2,Flood,"Riverine flood",--,--,75,1735000,0,0,,2017-0289
/07/2017,/07/2017,India,IND,"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,,,Km2,Flood,--,--,--,0,12831,0,0,,2017-0290
/06/2017,/08/2017,India,IND,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",,,,Km2,Flood,--,--,--,284,520000,250000,0,,2017-0294
11/08/2017,31/08/2017,India,IND,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",,,,Km2,Flood,--,--,--,514,17200000,1567000,0,,2017-0342
29/08/2017,29/08/2017,India,IND,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",,,,Km2,Flood,"Flash flood",--,--,14,12,300000,78000,,2017-0364
13/08/2017,13/08/2017,India,IND,"Kotropi, Mandi district (Himachal Pradesh)",,,,,Landslide,Landslide,--,--,46,100,0,0,,2017-0483
30/10/2017,08/11/2017,India,IND,"Chenai (Tamil Nadu)",10.489,79.004,50536.26,Km2,Flood,"Flash flood",--,--,21,4000,0,0,,2017-0495
02/12/2017,02/12/2017,India,IND,"Kerala (Thiruvananthapuram, Kozhikode,Ernakulam),Tamil Nadu (Kanyakumari-Munchirai, Thiruvattar,Killiyur, Kurunthancode, Rajakkamangalam-, Tirunelveli, Tuticorin districts), Andhra Pradesh (Chittoor and Nellore), Lakshadweep Islands",,,130,Kph,Storm,"Tropical cyclone",Flood,--,884,60000,0,0,"Cyclone 'Ockhi'",2017-0508
16/08/2017,23/08/2017,India,IND,"Uttar Pradesh (Siddharthnagar, Balarampur, Bahraich, Shravasti, Maharajganj, Barabanki, Lakhimpur Kheri, Gorakhpur, Muzaffarnagar, Gonda, Basti, Mirzapur, Khiri, Deoria, Sitapur, Bijnore, Faizabad, Pilibhit, Farrukhabad, Mau, Kushinagar, Badaun, Ambedkar nagar, Azamgarh, Santkabir Nagar, Ghazipur, Balia)",,,,Km2,Flood,--,--,--,101,2700000,0,0,,2017-0517
28/05/2017,28/05/2017,India,IND,"Jamui, Champaran, Vaishali, Samastipur, Bihar",,,,Kph,Storm,"Convective storm",--,--,29,1250,0,0,,2017-0569
25/03/2017,25/03/2017,India,IND,"Maldah (West Bengal)",,,,Kph,Storm,"Convective storm",--,--,4,60020,0,0,,2017-0570
16/01/2016,16/01/2016,Indonesia,IDN,"Maluku, Maluku Utara provinces",-3.863,127.229,5.5,Richter,Earthquake,"Ground movement",--,--,0,368,0,0,,2016-0019
07/02/2016,12/02/2016,Indonesia,IDN,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",-246.543,103.35,235818.78,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,8,80313,2000,0,,2016-0040
19/02/2016,24/02/2016,Indonesia,IDN,"Jambi; Sanggau, Sambas, Bengkayang, Landak districts (West Kalimantan); Pasuruan (East Java Province); Garut (West Java Province)
",,,,Km2,Flood,--,--,--,0,30000,0,0,,2016-0057
07/03/2016,08/03/2016,Indonesia,IDN,"Sarolangun district (Jambi province), Cianjur district (Jawa Barat province), Tanahbumbu district (Kalimantan Selatan province), Dki Jakarta, Lampung, Sumatera Selatan, Kalimantan Barat, Sulawesi Selatan provinces",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,6,12500,0,0,,2016-0092
08/03/2016,13/03/2016,Indonesia,IDN,"Cicalengka, Rancaekek, Cileunyi, Solokan Jeruk, Majalaya, Ciparay, Baleendah, Dayeuhkolot, Bojongsoang, Pameungpeuk, Banjaran, Arjasri, Cangkuang, Katapang and Kutawaringin districts areas (Bandung, Jawa Barat province)",,,,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,5,24000,0,0,,2016-0094
15/05/2016,15/05/2016,Indonesia,IDN,"Sibolangit (Deli Serdang district, Sumatera Utara province, Sumatra Isl.)",,,,,Landslide,Landslide,--,--,15,0,0,0,,2016-0156
17/06/2016,21/06/2016,Indonesia,IDN,"Banjarnegara, Purworejo (Karangrejo Loano), Kebumen, Sukoharjo, Banyumas, Rembang, Karanganyar, Wonogiri, Wonosobo, Surakarta  (Jawa Tengah province, Java Isl.), Padang City (Koto Tangah, Lubuk Bengalung, Nanggalo, Padang Selatan, Padang Burat, Bungus Teluk Kabung, Padang Timur; Lubuk Buaya, Tunggul Hitam, Pangambiran, Ampalu, Banda Gadung, Maransi, Parang Jambu, Jondul, Seberang Padang, Pampang, Seberang Palinggam, Lolong, Bungus and Marapalan villages) (Sumatera Barat)",,,,,Landslide,Landslide,Flood,--,62,0,25000,0,,2016-0216
11/07/2016,19/07/2016,Indonesia,IDN,"Andowia, Asera, Lasolo sub-districts (North Konawe regency - Southeast Sulawesi)",,,,Km2,Flood,--,--,--,0,1354,0,0,,2016-0306
20/09/2016,22/09/2016,Indonesia,IDN,"Garut, Sumedang districts (Jawa Barat)",-7.042,108.238,32276.01,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,53,8920,22000,0,,2016-0345
23/10/2016,10/11/2016,Indonesia,IDN,"Gorontalo province (North Sulawesi region)",0.649,123.245,11225.49,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,2,4500,0,0,,2016-0425
01/08/2016,01/08/2016,Indonesia,IDN,"Dompu district (Nusatenggara Barat Province)",-8.218,117.816,5.9,Richter,Earthquake,"Ground movement",--,--,0,3410,0,0,,2016-0458
07/12/2016,07/12/2016,Indonesia,IDN,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",5.281,96.108,6.5,Richter,Earthquake,"Ground movement",--,--,104,86018,100000,0,,2016-0475
13/11/2016,15/11/2016,Indonesia,IDN,"Karawang, Bandung districts (Jawa Barat province)",,,,Km2,Flood,"Riverine flood",--,--,5,19669,0,0,,2016-0479
30/11/2016,07/12/2016,Indonesia,IDN,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,10,105000,10000,0,,2016-0525
21/12/2016,26/12/2016,Indonesia,IDN,"Bima city, East Rasanae, Mpuda,  Raba, Rasanae West,  Asakota districts (West Nusa Tenggara province)",,,,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,0,105753,74000,0,,2016-0527
21/02/2017,21/02/2017,Indonesia,IDN,"Jakarta (Bekasi, Jakarta)",-7.029,107.162,40253.83,Km2,Flood,--,--,--,2,400,0,0,,2017-0059
09/02/2017,12/02/2017,Indonesia,IDN,"Kintamani district (Bali); Java, Lombok, and Sumbawa.",,,,,Landslide,Landslide,"Slide (land, mud, snow, rock)",--,12,50500,2000,0,,2017-0068
01/04/2017,01/04/2017,Indonesia,IDN,"Ponorogo discrict (Java province)",,,,,Landslide,Landslide,--,--,28,177,11000,0,,2017-0102
03/03/2017,03/03/2017,Indonesia,IDN,"Limapuluh Koto Regency (Sumatra province), Pangkalan, Kapur IX, Lareh Sago Halaban, Harau districts",,,,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,8,17410,19000,0,,2017-0111
29/04/2017,29/04/2017,Indonesia,IDN,"Magelang district (Nipis, Sambungrejo, Citrosono villages) (Central Java provinces)",,,,Km2,Flood,"Flash flood",--,--,12,359,0,0,,2017-0147
01/06/2017,03/06/2017,Indonesia,IDN,"Kalimantan (Borneo) and Sulawesi (Celebes): Lampasio, Baolan, Galang, Dako Pamean sub-districts (Toli-toli), Mongkonai area of Kotamugabu City (Bolaangmongondow), districts of Limboto, West Limboto, and Tibawa (Gorontalo), city of Sukadana (Ketapang)",,,,Km2,Flood,"Riverine flood",--,--,4,282420,0,0,,2017-0177
12/05/2017,15/05/2017,Indonesia,IDN,"Harapan village (East Luwu-Sulawesi Selatan), Kranggan (Setu, South Tangerang-Banten), Jakarta, Sumatra (Asahan-Sumatera Utara), Java, Borneo (Kutai Barat -Kalimatan Timur, Nunukan - Kalimantan Utara), Sulawesi Tenggara",,,,Km2,Flood,"Flash flood","Slide (land, mud, snow, rock)",--,7,25011,2000,0,,2017-0206
22/09/2017,28/11/2017,Indonesia,IDN,"Bali (Karangasem)",,,,,"Volcanic activity",--,--,--,0,133349,0,0,"Mt. Agung",2017-0393
03/11/2017,17/11/2017,Indonesia,IDN,"Aceh Singkil district, Asahan Regency, Bandung Regency, Balangan Regency, Medan City, Pelalawan Regency, South Ogan Komering Ulu Regency, Tegal Regency",-7.229,109.117,27067.56,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,9,12000,0,0,,2017-0494
28/11/2017,29/11/2017,Indonesia,IDN,"East Java’s Pacitan Regency (Klesem village in the Kebonagung Sub-district, Sidomulyo Village in Ngadirojo Sub-district)",,,65,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,11,2035,0,0,"Cyclone 'Cempaka'",2017-0515
15/12/2017,15/12/2017,Indonesia,IDN,"Jakarta,West Java (Ciamis regency), Central Java (Pekalongan) and Yogyakarta, ",-7.492,,6.5,Richter,Earthquake,"Ground movement",--,--,4,8895,0,0,,2017-0530
19/11/2017,24/11/2017,Indonesia,IDN,"East Lombok Regency (West Nusa Tenggara province), Keruak, Jerowaru, Sakra and West Sakra districts",,,,Km2,Flood,"Flash flood",--,--,2,2280,0,0,,2017-0576
01/09/2016,02/09/2016,"Iran (Islamic Republic of)",IRN,"Golestan, Amol (Mazandaran Province)",,,,Kph,Storm,"Convective storm",Flood,--,4,2000,0,0,,2016-0544
15/04/2017,16/04/2017,"Iran (Islamic Republic of)",IRN,"Azerbaijane-Gharbi (west), Azerbaijane-Sharghi (east), Kordestan, Zanjan, Mazandaran, Ardebil",37.704,46.169,40807.87,Km2,Flood,"Flash flood","Slide (land, mud, snow, rock)",--,42,0,353000,0,,2017-0096
13/05/2017,13/05/2017,"Iran (Islamic Republic of)",IRN,"Kopet Dag Mountain, North Khorasan province (Bojnord, Maneh, Samarghan, Ghasre-Ghajar, Qorbour, Langer, Bidak)",37.772,57.204,5.6,Richter,Earthquake,"Ground movement",--,--,3,2262,2000,0,,2017-0204
12/11/2017,12/11/2017,"Iran (Islamic Republic of)",IRN,"Qasre-Shirin, Gilane-Garb, Kermanshah, Sare-Pule-Zahab, , Islamabad- E- Gharb, Dalahoo, Javanrood (Ezgeleh), Salase-Babajani (Kermanshah province), Ilam city, Mehran City (Ilam)",34.911,45.959,7.3,Richter,Earthquake,"Ground movement",--,--,444,209000,740000,0,,2017-0446
10/08/2017,15/08/2017,"Iran (Islamic Republic of)",IRN,"Golestan, Khorazan, Khorazan Razavi provinces; Ilam, Semnan",,,,Km2,Flood,"Flash flood",--,--,18,2000,35000,0,,2017-0472
20/12/2017,20/12/2017,"Iran (Islamic Republic of)",IRN,"Tehran region (Malard, Alborz), Saveh city",35.649,50.962,4.9,Richter,Earthquake,"Ground movement",--,--,2,120,0,0,,2017-0521
12/11/2017,12/11/2017,Iraq,IRQ,"Sulaymaniyah governorate areas, Kalar, Darbandikhan, Khanaqin and Halabja,  Sulaymaniyah, Erbil",34.911,45.959,7.3,Richter,Earthquake,"Ground movement",--,--,10,5969,0,0,,2017-0446
22/11/2017,23/11/2017,Ireland,IRL,"Mountmellick (Laois)",,,,Km2,Flood,--,--,--,0,300,0,0,,2017-0490
24/08/2016,24/08/2016,Italy,ITA,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)",42.723,13.187,6.2,Richter,Earthquake,"Ground movement",--,--,296,4854,5000000,75000,,2016-0313
26/10/2016,26/10/2016,Italy,ITA,"Visso, Ussita (Macerata district, Marche province)",42.934,13.043,6.1,Richter,Earthquake,"Ground movement",--,--,1,3027,200000,0,,2016-0357
30/10/2016,30/10/2016,Italy,ITA,"Norcia (Perugia district, Umbria province)",42.855,13.088,6.5,Richter,Earthquake,"Ground movement",--,--,0,22292,200000,0,,2016-0358
23/11/2016,25/11/2016,Italy,ITA,"Piémont, Liguria provinces",,,,Km2,Flood,"Riverine flood",--,--,2,400,100000,0,,2016-0453
18/01/2017,19/01/2017,Italy,ITA,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region",42.601,,5.3,Richter,Earthquake,"Ground movement","Avalanche (Snow, Debris)",--,29,11,18000,6000,,2017-0015
05/08/2017,06/08/2017,Italy,ITA,"Tramontina (Pordenone & Udine-Frioul region); Marziai (Belluno-Dolomites), Cortina d'Ampezzo (Belluno), Alto Adige,  Lago di Garda (Verona), Adige Valley",,,,Kph,Storm,"Convective storm",Flood,Hail,4,0,3500,0,,2017-0328
23/08/2017,23/08/2017,Italy,ITA,"Casamicciola Terme, Lacco Ameno (Ischia Isl.), near Flegrea coast of Campania (Naples province)",,,4.3,Richter,Earthquake,"Ground movement",--,--,2,2642,0,0,,2017-0349
09/09/2017,10/09/2017,Italy,ITA,"Livourne, Rosignano, Chioma",,,,Kph,Storm,"Convective storm",Flood,"Slide (land, mud, snow, rock)",9,1000,216000,0,,2017-0408
11/12/2017,12/12/2017,Italy,ITA,"Emilia Romagna (between Sorbolo and Boretto (Parma, Reggio Emilia), Lentigione village, Brescello, Colorno), Tuscany (Lucca)",45.457,105.881,27560.36,Km2,Flood,"Riverine flood",--,--,0,1000,125000,48000,,2017-0544
27/09/2016,03/10/2016,Jamaica,JAM,"St. Thomas and Portland",,,,Kph,Storm,"Extra-tropical storm",--,--,0,125000,0,0,"Hurricane Matthew",2016-0355
20/04/2017,23/04/2017,Jamaica,JAM,"Clarendon, Kingston, Manchester, Portland, St. Ann, St. Catherine, St. Mary and St. Thomas.",,,,Kph,Storm,--,--,--,0,5000,0,0,,2017-0137
20/01/2016,26/01/2016,Japan,JPN,"Okinawa city (Okinawa province), Kagosima province (Amami ?shima Isl.), Nagasaki, Hirosima, Isikawa, Tookyoo provinces",,,,°C,"Extreme temperature ","Cold wave",--,--,8,610,0,0,,2016-0023
14/04/2016,14/04/2016,Japan,JPN,"Kumamoto province (Kyushu Isl.)",32.788,130.7,6.5,Richter,Earthquake,"Ground movement",--,--,9,120800,0,0,,2016-0107
16/04/2016,16/04/2016,Japan,JPN,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki  provinces",32.791,130.75,7.3,Richter,Earthquake,"Ground movement",--,--,49,298432,20000000,5000000,,2016-0121
20/06/2016,23/06/2016,Japan,JPN,"Kumamoto province",326.031,130.99,18480.56,Km2,Flood,--,"Slide (land, mud, snow, rock)",--,7,6000,0,0,,2016-0221
04/09/2016,04/09/2016,Japan,JPN,Iwate,,,,Kph,Storm,"Tropical cyclone",Flood,--,22,0,0,0,"Typhoon Lionrock",2016-0324
05/10/2016,06/10/2016,Japan,JPN,"Hokkaidoo province (Hokkaido island)",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Typhoon Chaba (Chyba?)",2016-0361
22/08/2016,22/08/2016,Japan,JPN,"Saitama, Hokkaidoo, Tookyoo, Tiba provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,2,3703,100000,0,"Tropical storm Mindulle",2016-0382
20/09/2016,20/09/2016,Japan,JPN,"Hyogoo, Miyazaki, Oosaka province",,,185,Kph,Storm,"Tropical cyclone",Flood,--,1,6000,0,0,"Typhoon Malakas",2016-0390
21/10/2016,21/10/2016,Japan,JPN,"Kurayoshi city (Kurayosisi district, Tottori province)",35.37,133.812,6.2,Richter,Earthquake,"Ground movement",--,--,0,493,100000,0,,2016-0492
06/08/2016,08/08/2016,Japan,JPN,"Yamanashi, Kawanehoncho,Shizuoka",,,,°C,"Extreme temperature ","Heat wave",--,--,3,490,0,0,,2016-0538
06/07/2017,07/07/2017,Japan,JPN,"Fukuoka (Asakura), Oita prefectures (Kyushu Isl.), Shimane, Kunamoto, Hiroshima, Nagasaki, Miyazaki, Kagoshima",,,,Km2,Flood,"Riverine flood","Slide (land, mud, snow, rock)",--,37,2944,700000,140000,,2017-0246
05/08/2017,07/08/2017,Japan,JPN,"Wakayama prefecture; Mie region, Kagoshima (Yakushima, Minami-ko towns), Miyazaki, Oita, Fukuoka Prefectures, Hyogo Prefecture",33.2,134,120,Kph,Storm,"Tropical cyclone",--,--,2,1389,2000,0,"Typhoon 'Noru'",2017-0327
22/10/2017,22/10/2017,Japan,JPN,"Honshu Island: Fukuoka, Mie, Osaka, Toyama, Wakayama, Ibaraki, Nagano, Hokkaido",,,216,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",8,18810,1000000,0,"Typhoon 'Lan'/'Paolo'",2017-0432
